canonical_counterparty,ai_counterparty_type,rule_based_type,confidence,classification_reason,evidence_terms,manual_review_required
Pastre Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Peek Brothers & Co,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Perrott & Perrott,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Pesk Hooie,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Pesta Movie,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Peter Rolt & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Philip Levi & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Phillips Faithfull & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Phillips King & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Phirias Abraham,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Pike Leake & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Pinto Leite & Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
"Pinto Perez, Ashley & Co",unknown,merchant,0.0,no rule matched,[],True
Pomsford Southall & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Poppleton Gibs & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
"Porter, Schlusser & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Poutus Kleman,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Price & Co For The Bedford,unknown,merchant,0.0,no rule matched,[],True
Price & Pierce Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
Price Coker & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Price'S Patent Candle Company Limited,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
Priei Cohen & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Prier P Candle & Co,unknown,merchant,0.0,no rule matched,[],True
"Prince, Ogg & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Prior Turner & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Pritchett & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Provincial Bank & Corp Limited,commercial_bank,commercial_bank,0.9,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""joint-stock company suffix""]",False
Ps Galatti,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Puget Bainbridges & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
"Puice, Coken & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Puito Perry & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Puzey Pallett & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
"Pye, Field & Tanqueray",individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
"Quenene, Furney & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
R & H Green,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R & J Henderson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R + Paul,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R + Rea & Co,unknown,merchant,0.0,no rule matched,[],True
R Evans & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
R F & R Swift,unknown,other,0.0,no rule matched,[],True
R Forte Swift,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R Heine Semon & Co,unknown,merchant,0.0,no rule matched,[],True
R J + R Swift,unknown,other,0.0,no rule matched,[],True
R Lawes & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
R Rodger,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R Smith & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
R Von Glehn,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R W Kein & Co,unknown,merchant,0.0,no rule matched,[],True
R&J Henderson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R. B. Byass,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
R. Cunliffe Son & Co,unknown,merchant,0.0,no rule matched,[],True
R. Johnson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
R. Raphael & Sons,merchant_bank,other,0.95,curated match: R. Raphael & Sons — merchant bank,"[""raphael""]",False
R. W. Kennard & Co,unknown,merchant,0.0,no rule matched,[],True
R. W. Starkey & Son,unknown,other,0.0,no rule matched,[],True
Raff. Bascones,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rainey Bruce & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Ralli & Mavrojani,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
"Randall, Wigan & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Randells & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rawson Sons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rayner & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Redfern Alexander & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rees Glammong & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Reeves Whitburn & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rehder & Baldemann,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rehdi & Baldermann,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Resta Moore,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rhymney Iron & Co,industrial_or_corporate,merchant,0.7,matched rules: industrial_or_corporate,"[""industrial commodity""]",False
Ricard Freiwald,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Richard Evans & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Richard Hooper & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Richard Johnson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Richard Mitchell,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Richard Pearee,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Richard Poppleton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Richard Walford & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Ricketts Boutcher & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rob B Byass,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robarts Lubbock Co,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Adams,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Badger,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Benson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Robert Bentley & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Campbell,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Christie & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Robert Froie,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Robert Lawes & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Robert Smith & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Robinson Fleming & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Robt Beattey & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rodocanachi Sons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Roger Cunliffe Son Co,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rohinson Fleming & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
"Rose, Graham & Wilson",individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Ross & Ash,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rowley & Davies,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Royal Bank Of Canada,commercial_bank,commercial_bank,0.7,matched rules: commercial_bank,"[""Bank of \u2026""]",False
Royal Bank Of Scotland,commercial_bank,commercial_bank,0.7,matched rules: commercial_bank,"[""Bank of \u2026""]",False
Rt Lowes & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Rt Saunders,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Ruck Fenwick & Ruck,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Rutherford Drury & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Ryder & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
S & J Peqq,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S .Japhet Co,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S A Hodgson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S A Moore & Others,unknown,other,0.0,no rule matched,[],True
S Fafhet & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
S Reuter,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S Stuart,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S Swonnell & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S Vander Willigen,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S. H. Lucas & Son,unknown,other,0.0,no rule matched,[],True
S. Lewis & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S. Northcote & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
S. Oppenheim & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S. Rich,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S. W. Silver & Co,unknown,merchant,0.0,no rule matched,[],True
S.Barrow & Bro Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
S.Bobree & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S.Faphel & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
S.Montagu Co,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
S.N.Schroder & Co,merchant_bank,merchant_bank,0.95,curated match: J. Henry Schroder & Co — German-origin merchant bank,"[""schroder""]",False
S.P. Framjee & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sam Swownell & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Same Hawkey & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Saml Dobree & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Saml.Barrow & Bro Ld,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Sampson Mitchell & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Samuel Courtaula & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Samuel Gibson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Samuel Magnus,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Samuel Montagu & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Samuel Sadler,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Samuel Stone,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Samuel Strickland,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Sanderson & Murray,bill_broker,other,0.95,curated match: Sanderson & Co. — bill brokers,"[""sanderson""]",False
"Sanderson Frys, Rigge & Co",bill_broker,merchant,0.95,curated match: Sanderson & Co. — bill brokers,"[""sanderson""]",False
Sanderson Sandeman & Co,bill_broker,merchant,0.95,curated match: Sanderson & Co. — bill brokers,"[""sanderson""]",False
Scheibler & Coenen,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Schilizzi & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Schrmann Bros,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Schunck Souchay & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Schwaan & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Schwarm & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Secretan Campbell & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Serutton Sons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sevidet Mayer & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sheppard Pelly & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sheyer Bros,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Shropshire Bank Coy ( To The Afe Of G. J. Smith ),commercial_bank,commercial_bank,0.7,matched rules: commercial_bank,"[""Bank of \u2026""]",False
Sieveking Droop & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sillem & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Simon & Carey,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Sims Willyams Nevill & Co,unknown,merchant,0.0,no rule matched,[],True
Sinclair Hamilton & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Siondet Mayer & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Siordet Meyer & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sivendell & Baukland,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Small & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Smellgrove & Leach,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Smith & Lister,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Smith Fleming & Co,merchant_trading_firm,merchant,0.95,curated match: Smith Fleming & Co — Anglo-Indian merchant firm,"[""smith fleming""]",False
Smith Payne & Smiths,merchant_bank,other,0.95,"curated match: Smith, Payne & Smiths — private bank","[""smith payne""]",False
Smith St Aubyn & Co,unknown,merchant,0.0,no rule matched,[],True
"Soanes, Son & Page",individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Somervell & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Somes Mullens & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Southall & Ponsford,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Spalding & Hodges,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Spartali & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Spence Baggallay & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Spicer Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Springfield Sons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sromidill & Beckham,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Standard Bank Of Africa Limited,commercial_bank,commercial_bank,0.95,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""Bank of \u2026"", ""joint-stock company suffix""]",False
Standring Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Stealfeild Lancence,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Stephen Evans & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Stephen Kennard & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Stephenson Clarke,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Stera Bros,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Stern Bros,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Steve Blas,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Steven Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Stinton Bard & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Stoman & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Streatfield Laurence & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Streckeisen Bischoff & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Sturt & Sharp,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Suse & Sibeth,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Swewells & Neck,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Swindell & Bankhead,individual_or_partnership,commercial_bank,0.55,"short bare name, no firm suffix",[],True
Swindell Matthews & Sendall,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Swiss Bankverein,individual_or_partnership,commercial_bank,0.55,"short bare name, no firm suffix",[],True
Swonnell Samuel & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T . O. Stock & Co,unknown,merchant,0.0,no rule matched,[],True
T Dunhill,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T H Biggs,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T Knaus & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T Lawnde & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T Le Princeton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T M Waters,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T Prehn & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T Ralli Sons & Co,unknown,merchant,0.0,no rule matched,[],True
T Scott,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T Walker,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T. & D. Henry,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T. A. Hawkey,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T. Courtauld & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T. De La Rue & Co,unknown,merchant,0.0,no rule matched,[],True
T. Hodgekinson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T. Hubbuck & Son Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
T. Husband & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T. I. & T. Powell,unknown,other,0.0,no rule matched,[],True
T. Lowndes & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T. M. Comas & Co,unknown,merchant,0.0,no rule matched,[],True
T. O. Beeton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T. R. Merton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
T. Tapling & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
T. W. Smith & Co,unknown,merchant,0.0,no rule matched,[],True
T.M. Mackay & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Taccivace Lucklacke,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tamvaco Utell,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
"Tamvaco, Micrulachi & Co",individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tandel + Phillips,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Taster Oortens & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tavell Beddone & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Taylor & Whalley,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Te Blatsphiel,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Teede & Bishop,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Teument & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tevan Kamm Tevan,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tevan Kamon + Tevan,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
The Bank Of Egypt,commercial_bank,commercial_bank,0.7,matched rules: commercial_bank,"[""Bank of \u2026""]",False
The Bombay Co Ltd,merchant_trading_firm,merchant,0.65,"matched rules: industrial_or_corporate, merchant_trading_firm","[""India trade firm"", ""joint-stock company suffix""]",True
The Bornes Co Limited,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
The City Bank,commercial_bank,commercial_bank,0.95,curated match: The City Bank / City Bank Limited,"[""city bank""]",False
The East London Bank Limited,commercial_bank,commercial_bank,0.9,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""joint-stock company suffix""]",False
The Ebbw Vale Co Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
The Egyptian Tribute,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
The International Bank,commercial_bank,commercial_bank,0.95,curated match: National Bank Limited,"[""national bank""]",False
The Jone St Marehouse Co Limited,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
The London Brazilian Bank,individual_or_partnership,commercial_bank,0.55,"short bare name, no firm suffix",[],True
The Oriental Br Corps,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tho Biggs,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tho Frefor,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tho Hodgkinson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tho Husband & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tho Nelson & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tho' Stephens & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Ainsworth,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Drayton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Hodgkinsons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Lee,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Lowndes & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Lyde,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas M Gregor,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Nelson & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Phehan & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Seamer & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Stephens & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Stephings,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Tapling & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thomas Walker,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomas Walton,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thompson & Pattinson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thomson Bonar & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thos M Gregor,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thos Pretu & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Thos Walker,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Thos Wecom & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tiedenick Tatt,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Till & Flegor,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Timothy Wiggin & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Titus Nevrhouse,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tj Van Yellen Of Bauks,unknown,other,0.0,no rule matched,[],True
Tjas + Robinson W Ebbie Rale Co,unknown,other,0.0,no rule matched,[],True
Tp Lloyds & Co,commercial_bank,merchant,0.95,curated match: Lloyds Bank — joint-stock,"[""lloyds""]",False
Tr Browne,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Trimmer & Grainger,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Truhling & Goschen,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Truman Hitchcock & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tuichaw Leatson P & Co,unknown,merchant,0.0,no rule matched,[],True
Turck Barclay & Co,commercial_bank,merchant,0.95,curated match: Barclay & Co — joint-stock bank (incorporated 1896),"[""barclay""]",False
Tw Bradley & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Tw Eady,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Tw Madley & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Union Bank Of Australia Ltd,commercial_bank,commercial_bank,0.95,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""Bank of \u2026"", ""joint-stock company suffix""]",False
Union Bank Of Canada,commercial_bank,commercial_bank,0.7,matched rules: commercial_bank,"[""Bank of \u2026""]",False
Union Bank Of Scotland Ltd,commercial_bank,commercial_bank,0.95,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""Bank of \u2026"", ""joint-stock company suffix""]",False
Union Discount Co. Of London Ltd,discount_house,discount_house,0.9,"matched rules: discount_house, industrial_or_corporate","[""discount house"", ""joint-stock company suffix""]",False
Union Smiths Bk Ho,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Unity Joint,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Unity Mutual Bank,individual_or_partnership,commercial_bank,0.55,"short bare name, no firm suffix",[],True
Unity St Jk Bank,individual_or_partnership,commercial_bank,0.55,"short bare name, no firm suffix",[],True
Unity St Something,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Unreadable,unknown,other,0.0,no rule matched,[],True
Vagliano Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Vander Willigen Simon,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Vivanti Annett & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Vivian & Younger,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Vyse Sons & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W & H Brand & Co,unknown,merchant,0.0,no rule matched,[],True
W & I Hall & Co,unknown,merchant,0.0,no rule matched,[],True
W + A Riand & Co,unknown,merchant,0.0,no rule matched,[],True
W Anderson Haut & Co,unknown,merchant,0.0,no rule matched,[],True
W Bamondi,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
